protein_acc,serogroup,class
WP_000774259.1,Pomona,2
WP_002072162.1,Pomona,2
WP_002072162.1,Pomona,2
WP_001067557.1,Pomona,2
WP_001198107.1,Pomona,2
WP_000608294.1,Pomona,2
WP_000689740.1,Pomona,2
WP_000689740.1,Pomona,2
WP_000342716.1,Pomona,2
WP_001246619.1,Pomona,2
WP_001246619.1,Pomona,2
WP_000479980.1,Pomona,2
WP_000715958.1,Pomona,2
WP_001088861.1,Pomona,2
WP_000517242.1,Pomona,2
WP_228003844.1,Pomona,2
WP_001018782.1,Pomona,2
WP_033108396.1,Pomona,2
WP_000282882.1,Pomona,2
WP_000853988.1,Pomona,2
WP_000853988.1,Pomona,2
WP_001159758.1,Pomona,2
WP_000642146.1,Pomona,2
WP_000723091.1,Pomona,2
WP_000842260.1,Pomona,2
WP_000878674.1,Pomona,2
WP_001114273.1,Pomona,2
WP_000394243.1,Pomona,2
WP_000827955.1,Pomona,2
WP_001256699.1,Pomona,2
WP_002072239.1,Pomona,2
WP_002072239.1,Pomona,2
WP_001046777.1,Pomona,2
WP_000564977.1,Pomona,2
WP_000384508.1,Pomona,2
WP_000228801.1,Pomona,2
WP_230665945.1,Pomona,2
WP_230665946.1,Pomona,2
WP_002072219.1,Pomona,2
WP_000371037.1,Pomona,2
WP_002072224.1,Pomona,2
WP_002072224.1,Pomona,2
WP_000378097.1,Pomona,2
WP_000172659.1,Pomona,2
WP_000643165.1,Pomona,2
WP_002072154.1,Pomona,2
WP_000440091.1,Pomona,2
WP_002072235.1,Pomona,2
WP_000684876.1,Pomona,2
WP_000653655.1,Pomona,2
WP_001968196.1,Pomona,2
WP_001033784.1,Pomona,2
WP_001033784.1,Pomona,2
WP_000075880.1,Pomona,2
WP_230665944.1,Pomona,2
WP_001279418.1,Pomona,2
WP_000797486.1,Pomona,2
WP_000687462.1,Pomona,2
WP_000855239.1,Pomona,2
WP_000883343.1,Pomona,2
WP_000802827.1,Pomona,2
WP_000102499.1,Pomona,2
WP_001016533.1,Pomona,2
WP_000412931.1,Pomona,2
WP_000694279.1,Pomona,2
WP_002097509.1,Pomona,2
WP_001259771.1,Pomona,2
WP_000750481.1,Pomona,2
WP_001035155.1,Pomona,2
WP_000348409.1,Pomona,2
WP_000506115.1,Pomona,2
WP_001031926.1,Pomona,2
WP_001217660.1,Pomona,2
WP_002133442.1,Pomona,2
WP_002072528.1,Pomona,2
WP_000475901.1,Pomona,2
WP_001023240.1,Pomona,2
WP_001023240.1,Pomona,2
WP_000734457.1,Pomona,2
WP_000686574.1,Pomona,2
WP_000289502.1,Pomona,2
WP_000103596.1,Pomona,2
WP_000939586.1,Pomona,2
WP_000050436.1,Pomona,2
WP_001084684.1,Pomona,2
WP_000876105.1,Pomona,2
WP_000343397.1,Pomona,2
WP_000575181.1,Pomona,2
WP_000600953.1,Hebdomadis,3
WP_000340715.1,Hebdomadis,3
WP_000410268.1,Hebdomadis,3
WP_000020777.1,Hebdomadis,3
WP_002076509.1,Hebdomadis,3
WP_001136119.1,Hebdomadis,3
WP_001136119.1,Hebdomadis,3
WP_000535865.1,Hebdomadis,3
WP_002183331.1,Hebdomadis,3
WP_001117631.1,Hebdomadis,3
WP_000697351.1,Hebdomadis,3
WP_029781911.1,Hebdomadis,3
WP_029781911.1,Hebdomadis,3
WP_000041234.1,Hebdomadis,3
WP_002108488.1,Hebdomadis,3
WP_002108487.1,Hebdomadis,3
WP_002108490.1,Hebdomadis,3
WP_002108506.1,Hebdomadis,3
WP_002108485.1,Hebdomadis,3
WP_002108483.1,Hebdomadis,3
WP_002108508.1,Hebdomadis,3
WP_025180281.1,Hebdomadis,3
WP_025180280.1,Hebdomadis,3
WP_002108510.1,Hebdomadis,3
WP_002108525.1,Hebdomadis,3
WP_002108502.1,Hebdomadis,3
WP_002108526.1,Hebdomadis,3
WP_002099940.1,Hebdomadis,3
WP_000580577.1,Hebdomadis,3
WP_002078520.1,Hebdomadis,3
WP_025180279.1,Hebdomadis,3
WP_025180279.1,Hebdomadis,3
WP_025180278.1,Hebdomadis,3
WP_000665193.1,Hebdomadis,3
WP_002099981.1,Hebdomadis,3
WP_000848826.1,Hebdomadis,3
WP_001047906.1,Hebdomadis,3
WP_001089597.1,Hebdomadis,3
WP_000848236.1,Hebdomadis,3
WP_000734401.1,Hebdomadis,3
WP_000734401.1,Hebdomadis,3
WP_002099938.1,Hebdomadis,3
WP_000897584.1,Hebdomadis,3
WP_002099939.1,Hebdomadis,3
WP_000808305.1,Hebdomadis,3
WP_000550370.1,Hebdomadis,3
WP_000627059.1,Hebdomadis,3
WP_000661927.1,Hebdomadis,3
WP_000837189.1,Hebdomadis,3
WP_000837189.1,Hebdomadis,3
WP_000483145.1,Hebdomadis,3
WP_000651740.1,Hebdomadis,3
WP_025180277.1,Hebdomadis,3
WP_000579360.1,Hebdomadis,3
WP_002100003.1,Hebdomadis,3
WP_002108484.1,Hebdomadis,3
WP_000723079.1,Hebdomadis,3
WP_002108504.1,Hebdomadis,3
WP_000567886.1,Hebdomadis,3
WP_000475907.1,Hebdomadis,3
WP_001101626.1,Hebdomadis,3
WP_001101626.1,Hebdomadis,3
WP_000734459.1,Hebdomadis,3
WP_000686566.1,Hebdomadis,3
WP_000275928.1,Hebdomadis,3
WP_000052509.1,Hebdomadis,3
WP_000939585.1,Hebdomadis,3
WP_002108514.1,Hebdomadis,3
WP_002108477.1,Hebdomadis,3
WP_000876105.1,Hebdomadis,3
WP_000343397.1,Hebdomadis,3
WP_000575181.1,Hebdomadis,3
WP_000818509.1,Hebdomadis,3
WP_001068976.1,Hebdomadis,3
WP_000847602.1,Hebdomadis,3
WP_000847602.1,Hebdomadis,3
WP_001159751.1,Hebdomadis,3
WP_002108497.1,Hebdomadis,3
WP_000723083.1,Hebdomadis,3
WP_000842260.1,Hebdomadis,3
WP_000878674.1,Hebdomadis,3
WP_001114273.1,Hebdomadis,3
WP_000394230.1,Hebdomadis,3
WP_000827955.1,Mini,3
WP_002764162.1,Mini,3
WP_004279997.1,Mini,3
WP_004280069.1,Mini,3
WP_004280807.1,Mini,3
WP_004280570.1,Mini,3
WP_004280570.1,Mini,3
WP_004280623.1,Mini,3
WP_004280091.1,Mini,3
WP_004280359.1,Mini,3
WP_004280004.1,Mini,3
WP_004280066.1,Mini,3
WP_004280553.1,Mini,3
WP_004280553.1,Mini,3
WP_004280727.1,Mini,3
WP_004280062.1,Mini,3
WP_004280171.1,Mini,3
WP_237578347.1,Mini,3
WP_004280040.1,Mini,3
WP_237578348.1,Mini,3
WP_004280867.1,Mini,3
WP_272914456.1,Mini,3
WP_237578349.1,Mini,3
WP_036047975.1,Mini,3
WP_004280422.1,Mini,3
WP_174232288.1,Mini,3
WP_004280656.1,Mini,3
WP_004280493.1,Mini,3
WP_004280665.1,Mini,3
WP_004280045.1,Mini,3
WP_004280684.1,Mini,3
WP_004280909.1,Mini,3
WP_004280488.1,Mini,3
WP_004280488.1,Mini,3
WP_004280480.1,Mini,3
WP_004280842.1,Mini,3
WP_004280777.1,Mini,3
WP_004280060.1,Mini,3
WP_004280836.1,Mini,3
WP_004280627.1,Mini,3
WP_004280443.1,Mini,3
WP_086005246.1,Mini,3
WP_086005246.1,Mini,3
WP_004280361.1,Mini,3
WP_237578370.1,Mini,3
WP_004280208.1,Mini,3
WP_004280054.1,Mini,3
WP_002749093.1,Mini,3
WP_004280817.1,Mini,3
WP_004280032.1,Mini,3
WP_004280071.1,Mini,3
WP_004280071.1,Mini,3
WP_004280058.1,Mini,3
WP_036047968.1,Mini,3
WP_004280272.1,Mini,3
WP_004280357.1,Mini,3
WP_004280036.1,Mini,3
WP_004279917.1,Mini,3
WP_004280233.1,Mini,3
WP_004280193.1,Mini,3
WP_004280555.1,Mini,3
WP_004280426.1,Mini,3
WP_004280227.1,Mini,3
WP_036047963.1,Mini,3
WP_004279944.1,Mini,3
WP_004280746.1,Mini,3
WP_004280841.1,Mini,3
WP_036035035.1,Mini,3
WP_004280559.1,Mini,3
WP_004280660.1,Mini,3
WP_100224632.1,Mini,3
WP_100224632.1,Mini,3
WP_173380590.1,Mini,3
WP_004280269.1,Mini,3
WP_004280663.1,Mini,3
WP_004280824.1,Mini,3
WP_004280393.1,Mini,3
WP_002762891.1,Mini,3
WP_002762895.1,Mini,3
WP_002762895.1,Mini,3
WP_004280431.1,Mini,3
WP_004282548.1,Mini,3
WP_004280595.1,Mini,3
WP_004280167.1,Mini,3
WP_004279964.1,Mini,3
WP_004280241.1,Mini,3
WP_117344670.1,Mini,3
WP_004280173.1,Mini,3
WP_002762897.1,Sejroe,3
WP_002725873.1,Sejroe,3
WP_011669917.1,Sejroe,3
WP_011669918.1,Sejroe,3
WP_011669919.1,Sejroe,3
WP_020780109.1,Sejroe,3
WP_020780109.1,Sejroe,3
WP_011669921.1,Sejroe,3
WP_011669922.1,Sejroe,3
WP_011669923.1,Sejroe,3
WP_011669924.1,Sejroe,3
WP_020780103.1,Sejroe,3
WP_020780103.1,Sejroe,3
WP_011669926.1,Sejroe,3
WP_011669927.1,Sejroe,3
WP_004779587.1,Sejroe,3
WP_020780101.1,Sejroe,3
WP_020780101.1,Sejroe,3
WP_011669928.1,Sejroe,3
WP_011669928.1,Sejroe,3
WP_004779589.1,Sejroe,3
WP_004779550.1,Sejroe,3
WP_011669929.1,Sejroe,3
WP_004779595.1,Sejroe,3
WP_004779559.1,Sejroe,3
WP_011669930.1,Sejroe,3
WP_011669931.1,Sejroe,3
WP_004779598.1,Sejroe,3
WP_004779552.1,Sejroe,3
WP_004768451.1,Sejroe,3
WP_004779602.1,Sejroe,3
WP_011669932.1,Sejroe,3
WP_011669933.1,Sejroe,3
WP_011669933.1,Sejroe,3
WP_020780102.1,Sejroe,3
WP_011669935.1,Sejroe,3
WP_020780100.1,Sejroe,3
WP_011669937.1,Sejroe,3
WP_011669938.1,Sejroe,3
WP_011669939.1,Sejroe,3
WP_011669940.1,Sejroe,3
WP_011669941.1,Sejroe,3
WP_011669941.1,Sejroe,3
WP_011669942.1,Sejroe,3
WP_011669401.1,Sejroe,3
WP_307898194.1,Sejroe,3
WP_011669944.1,Sejroe,3
WP_011669945.1,Sejroe,3
WP_011669946.1,Sejroe,3
WP_011669947.1,Sejroe,3
WP_011669948.1,Sejroe,3
WP_011669948.1,Sejroe,3
WP_011669949.1,Sejroe,3
WP_011669950.1,Sejroe,3
WP_011669951.1,Sejroe,3
WP_011669952.1,Sejroe,3
WP_011669953.1,Sejroe,3
WP_011669954.1,Sejroe,3
WP_011669955.1,Sejroe,3
WP_011669956.1,Sejroe,3
WP_011669957.1,Sejroe,3
WP_011669958.1,Sejroe,3
WP_011669959.1,Sejroe,3
WP_011669960.1,Sejroe,3
WP_011669961.1,Sejroe,3
WP_011669962.1,Sejroe,3
WP_011669963.1,Sejroe,3
WP_307898195.1,Sejroe,3
WP_307898197.1,Sejroe,3
WP_307898047.1,Sejroe,3
WP_011669964.1,Sejroe,3
WP_011669965.1,Sejroe,3
WP_011669966.1,Sejroe,3
WP_011669967.1,Sejroe,3
WP_002727923.1,Sejroe,3
WP_011669968.1,Sejroe,3
WP_011669969.1,Sejroe,3
WP_011669970.1,Sejroe,3
WP_011669971.1,Sejroe,3
WP_011669971.1,Sejroe,3
WP_002727916.1,Sejroe,3
WP_011669972.1,Sejroe,3
WP_011669973.1,Sejroe,3
WP_011669974.1,Sejroe,3
WP_011669975.1,Sejroe,3
WP_011669976.1,Sejroe,3
WP_011669977.1,Sejroe,3
WP_011669978.1,Bataviae,4
WP_000340713.1,Bataviae,4
WP_000412665.1,Bataviae,4
WP_225740483.1,Bataviae,4
WP_000652101.1,Bataviae,4
WP_000361605.1,Bataviae,4
WP_000361605.1,Bataviae,4
WP_000699347.1,Bataviae,4
WP_000275582.1,Bataviae,4
WP_000275582.1,Bataviae,4
WP_000808025.1,Bataviae,4
WP_000623952.1,Bataviae,4
WP_000208484.1,Bataviae,4
WP_000208484.1,Bataviae,4
WP_001031896.1,Bataviae,4
WP_000615098.1,Bataviae,4
WP_000373631.1,Bataviae,4
WP_000673831.1,Bataviae,4
WP_000723077.1,Bataviae,4
WP_001054317.1,Bataviae,4
WP_000656817.1,Bataviae,4
WP_000853941.1,Bataviae,4
WP_000853941.1,Bataviae,4
WP_000824284.1,Bataviae,4
WP_154643354.1,Bataviae,4
WP_000432841.1,Bataviae,4
WP_000432841.1,Bataviae,4
WP_001055393.1,Bataviae,4
WP_000125000.1,Bataviae,4
WP_000950837.1,Bataviae,4
WP_000770298.1,Bataviae,4
WP_000048849.1,Bataviae,4
WP_002102581.1,Bataviae,4
WP_002102575.1,Bataviae,4
WP_061230225.1,Bataviae,4
WP_061230225.1,Bataviae,4
WP_002102578.1,Bataviae,4
WP_002102582.1,Bataviae,4
WP_000890278.1,Bataviae,4
WP_000623348.1,Bataviae,4
WP_002102576.1,Bataviae,4
WP_002102576.1,Bataviae,4
WP_002102584.1,Bataviae,4
WP_033108779.1,Bataviae,4
WP_004769865.1,Bataviae,4
WP_001168408.1,Bataviae,4
WP_000701360.1,Bataviae,4
WP_000738262.1,Bataviae,4
WP_000952994.1,Bataviae,4
WP_000721297.1,Bataviae,4
WP_000721297.1,Bataviae,4
WP_002102767.1,Bataviae,4
WP_000492105.1,Bataviae,4
WP_000358359.1,Bataviae,4
WP_000155110.1,Bataviae,4
WP_000804582.1,Bataviae,4
WP_000037677.1,Bataviae,4
WP_000692851.1,Bataviae,4
WP_000049575.1,Bataviae,4
WP_000688060.1,Bataviae,4
WP_000114571.1,Bataviae,4
WP_000833255.1,Bataviae,4
WP_001019760.1,Bataviae,4
WP_000703222.1,Bataviae,4
WP_000445586.1,Bataviae,4
WP_000513413.1,Bataviae,4
WP_000869621.1,Bataviae,4
WP_000377752.1,Bataviae,4
WP_002102773.1,Bataviae,4
WP_000697617.1,Bataviae,4
WP_001005151.1,Bataviae,4
WP_192504988.1,Bataviae,4
WP_002102764.1,Bataviae,4
WP_000862006.1,Bataviae,4
WP_000289494.1,Bataviae,4
WP_000133173.1,Bataviae,4
WP_002101570.1,Bataviae,4
WP_002101539.1,Bataviae,4
WP_001084690.1,Bataviae,4
WP_192504989.1,Bataviae,4
WP_000343395.1,Bataviae,4
WP_000575178.1,Bataviae,4
WP_000560749.1,Bataviae,4
WP_000282884.1,Bataviae,4
WP_000853996.1,Bataviae,4
WP_000853996.1,Bataviae,4
WP_001159758.1,Bataviae,4
WP_000642154.1,Bataviae,4
WP_000723090.1,Bataviae,4
WP_192504990.1,Bataviae,4
WP_000878673.1,Bataviae,4
WP_001114264.1,Bataviae,4
WP_017854445.1,Bataviae,4
WP_000827960.1,Shermani,4
WP_004462903.1,Shermani,4
WP_004462901.1,Shermani,4
WP_230486562.1,Shermani,4
WP_016551805.1,Shermani,4
WP_016551805.1,Shermani,4
WP_004462894.1,Shermani,4
WP_004462893.1,Shermani,4
WP_004462893.1,Shermani,4
WP_004462893.1,Shermani,4
WP_004477915.1,Shermani,4
WP_004477915.1,Shermani,4
WP_004477915.1,Shermani,4
WP_004491540.1,Shermani,4
WP_004462889.1,Shermani,4
WP_230486561.1,Shermani,4
WP_004477982.1,Shermani,4
WP_230458706.1,Shermani,4
WP_004477829.1,Shermani,4
WP_016551804.1,Shermani,4
WP_233421676.1,Shermani,4
WP_233421676.1,Shermani,4
WP_004462123.1,Shermani,4
WP_004462124.1,Shermani,4
WP_004462125.1,Shermani,4
WP_004462126.1,Shermani,4
WP_004462127.1,Shermani,4
WP_004462128.1,Shermani,4
WP_004462130.1,Shermani,4
WP_004462131.1,Shermani,4
WP_004462131.1,Shermani,4
WP_004462132.1,Shermani,4
WP_004462133.1,Shermani,4
WP_004462133.1,Shermani,4
WP_004462134.1,Shermani,4
WP_004462134.1,Shermani,4
WP_004462135.1,Shermani,4
WP_004462136.1,Shermani,4
WP_004483359.1,Shermani,4
WP_004462138.1,Shermani,4
WP_004462139.1,Shermani,4
WP_004462140.1,Shermani,4
WP_004462141.1,Shermani,4
WP_032921295.1,Shermani,4
WP_004462144.1,Shermani,4
WP_004462145.1,Shermani,4
WP_004462146.1,Shermani,4
WP_004462147.1,Shermani,4
WP_016551802.1,Shermani,4
WP_016551796.1,Shermani,4
WP_016551796.1,Shermani,4
WP_004479742.1,Shermani,4
WP_004462151.1,Shermani,4
WP_004462152.1,Shermani,4
WP_004462153.1,Shermani,4
WP_004462154.1,Shermani,4
WP_004462156.1,Shermani,4
WP_004490114.1,Shermani,4
WP_004462158.1,Shermani,4
WP_004490599.1,Shermani,4
WP_233421675.1,Shermani,4
WP_004462227.1,Shermani,4
WP_016551817.1,Tarassovi,4
WP_002725873.1,Tarassovi,4
WP_061209188.1,Tarassovi,4
WP_061208759.1,Tarassovi,4
WP_061208759.1,Tarassovi,4
WP_061208753.1,Tarassovi,4
WP_061208754.1,Tarassovi,4
WP_061208755.1,Tarassovi,4
WP_061208755.1,Tarassovi,4
WP_061208755.1,Tarassovi,4
WP_061208756.1,Tarassovi,4
WP_061208756.1,Tarassovi,4
WP_061208756.1,Tarassovi,4
WP_061208757.1,Tarassovi,4
WP_061208758.1,Tarassovi,4
WP_257945214.1,Tarassovi,4
WP_061208428.1,Tarassovi,4
WP_061208429.1,Tarassovi,4
WP_061209096.1,Tarassovi,4
WP_228039699.1,Tarassovi,4
WP_061209097.1,Tarassovi,4
WP_061209098.1,Tarassovi,4
WP_061209099.1,Tarassovi,4
WP_061209100.1,Tarassovi,4
WP_061209100.1,Tarassovi,4
WP_061209101.1,Tarassovi,4
WP_061209102.1,Tarassovi,4
WP_061209103.1,Tarassovi,4
WP_061209103.1,Tarassovi,4
WP_061209104.1,Tarassovi,4
WP_061209105.1,Tarassovi,4
WP_061209106.1,Tarassovi,4
WP_228008733.1,Tarassovi,4
WP_061209107.1,Tarassovi,4
WP_061209108.1,Tarassovi,4
WP_257945376.1,Tarassovi,4
WP_257945213.1,Tarassovi,4
WP_061208984.1,Tarassovi,4
WP_308339668.1,Tarassovi,4
WP_228008661.1,Tarassovi,4
WP_061208042.1,Tarassovi,4
WP_061208041.1,Tarassovi,4
WP_061208040.1,Tarassovi,4
WP_061208040.1,Tarassovi,4
WP_081101349.1,Tarassovi,4
WP_061208039.1,Tarassovi,4
WP_061208039.1,Tarassovi,4
WP_061208038.1,Tarassovi,4
WP_235590276.1,Tarassovi,4
WP_061208037.1,Tarassovi,4
WP_061208036.1,Tarassovi,4
WP_061208035.1,Tarassovi,4
WP_061208034.1,Tarassovi,4
WP_061208033.1,Tarassovi,4
WP_061208032.1,Tarassovi,4
WP_061208031.1,Tarassovi,4
WP_061208030.1,Tarassovi,4
WP_061208029.1,Tarassovi,4
WP_061208028.1,Tarassovi,4
WP_061208027.1,Tarassovi,4
WP_061208026.1,Tarassovi,4
WP_061208025.1,Tarassovi,4
WP_061208025.1,Tarassovi,4
WP_061208025.1,Tarassovi,4
WP_061208024.1,Tarassovi,4
WP_061208023.1,Tarassovi,4
WP_061208022.1,Tarassovi,4
WP_061208021.1,Tarassovi,4
WP_061208021.1,Tarassovi,4
WP_061208020.1,Tarassovi,4
WP_061208019.1,Tarassovi,4
WP_061208018.1,Tarassovi,4
WP_061208017.1,Tarassovi,4
WP_061208016.1,Tarassovi,4
WP_011669965.1,Tarassovi,4
WP_002723131.1,Tarassovi,4
WP_061208079.1,Tarassovi,4
WP_002727923.1,Tarassovi,4
WP_061208080.1,Tarassovi,4
WP_061208081.1,Tarassovi,4
WP_011669970.1,Tarassovi,4
WP_061208082.1,Tarassovi,4
WP_061208082.1,Tarassovi,4
WP_002727916.1,Tarassovi,4
WP_061208083.1,Tarassovi,4
WP_011671706.1,Tarassovi,4
WP_061208084.1,Tarassovi,4
WP_061208085.1,Tarassovi,4
WP_061208086.1,Tarassovi,4
WP_011669977.1,Tarassovi,4
WP_061208087.1,Tarassovi,4
